dc:identifier,dc:title,dc:subject1,is part of,dc:description,dc:date,dc:spatial,dc:language,dc:interviewee,dc:interviewer,dc:performer,dc:performer,dc:performer,dc:performer,dc:performer,dc:contributor (recordist),dc:contributor (speaker),dc:extent,dc:subject2,dc:subject3,dc:subject4,dc:subject4
C1002X0063XX-4000,The Bold Fisherman,1CDR0007346 (copy of C1002/63),Keith Summers Collection,"Item notes: Preceded by a (mainly inaudible) introduction, with chorus. Recorded during a pub session. Roud Folk Song Index No. 292. Recording notes: Low recording level. Noticable tape hiss.. ",ca. 1970 to 1974,"Catford, London, England, UK",,,,"Belton, George,  1898-1980 (singer, male)",,,,,"Summers, Keith (recordist)",,00:00:56,,,,
C1002X0063XX-5100,The thrashing machine,1CDR0007347 (copy of C1002/63),Keith Summers Collection,"Item notes: Preceded by a (mainly inaudible) introduction, with chorus. Roud Folk Song Index No. 1491. Recorded during a pub session. Performer notes: From an East Sussex singer called Cyril [Burns ?]. Recording notes: Very low recording level. Noticable tape hiss.. ",ca. 1970 to 1974,"Catford, London, England, UK",,,,"Belton, George,  1898-1980 (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:25,,,,
C1002X0063XX-5400,I Have Drunk One and I Will Drink Two [Him and His Good Companions],1CDR0007347 (copy of C1002/63),Keith Summers Collection,"Item notes: Preceded by a (mainly inaudible) introduction, with chorus. Roud Folk Song Index No. 885. Recorded during a pub session. Performer notes: From an East Sussex singer called Cyril [Burns ?]. Recording notes: Very low recording level. Noticable tape hiss.. ",ca. 1970 to 1974,"Catford, London, England, UK",,,,"Belton, George,  1898-1980 (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:48,,,,
C1002X0006XX-1100,Pigeon on the gate,1CDR0007363 (copy of C1002/6),Keith Summers Collection,Item notes: Preceded by a brief pause. ,11/30/1970,"Blaxhall, Suffolk, England, UK",,,,"Pearce, Fred 1912-1975 (melodeon)",,,,,"Summers, Keith (recordist)",,00:00:41,melodeon,,,
C1002X0006XX-1200,The Sailors hornpipe,1CDR0007363 (copy of C1002/6),Keith Summers Collection,Item notes: Preceded by a brief pause. ,11/30/1970,"Blaxhall, Suffolk, England, UK",,,,"Pearce, Fred 1912-1975 (melodeon)",,,,,"Summers, Keith (recordist)",,00:00:59,melodeon,,,
C1002X0006XX-1300,Oh Joe the boat is going over / [unidentified polka],1CDR0007363 (copy of C1002/6),Keith Summers Collection,Item notes: Preceded by a brief pause. Roud Folk Song Index No. 1777. ,11/30/1970,"Blaxhall, Suffolk, England, UK",,,,"Pearce, Fred 1912-1975 (melodeon)",,,,,"Summers, Keith (recordist)",,00:01:58,melodeon,,,
C1002X0012XX-0300,The green mossy banks of the Lee,1CDR0007364 (copy of C1002/12),Keith Summers Collection,"Item notes: Preceded by a brief talk about the song and a false start (starts to sing - Indian Lass). Song followed by a retake of the first three verses. Roud Folk Song Index No. 987. Laws Ballad No. O15. Performer notes: From Little Glemham, Suffolk. Later based at Leiston. ",02/01/1971,"Leiston, Suffolk, England, UK",,,,"Brightwell, William ('Jumbo'), 1900-",,,,,"Summers, Keith (recordist)",,00:01:01,,,,
C1002X0078XX-5000,Pop goes the weasel,1CDR0010646 (copy of C1002/78),Keith Summers Collection,Item notes: Preceded by a couple of false starts. Roud Folk Song Index No. 5249. ,1974,"Woodbridge, Suffolk, England, UK",,,,"Austin, 'Spanker' (fiddle)",,,,,"Summers, Keith (recordist)",,00:00:41,violin,,,
C1002X0062XX-1300,Phil the fluter's ball,1CDR0007346 (copy of C1002/62),Keith Summers Collection,Item notes: Preceded by a false start (starts to play Yarmouth hornpipe again). Performer notes: Possibly a member of the Peacock Band. ,ca. 1972 to 1976,"near Chelsworth, Suffolk, England, UK",,,,"Williams, T  (mouth-organ)",,,,,"Summers, Keith (recordist)",,00:02:34,mouth-organ,,,
C1002X0076XX-1000,Unidentified hymn [2],1CDR0007356 (copy of C1002/76),Keith Summers Collection,Item notes: Preceded by a few minutes of church service. Recorded at a service of the African Instituted Churches - Aladura - church movement. Performance notes: Group of musicians and congregation at a church service. ,ca. 1982,"Unidentified location, England, UK",,,,Aladuras,,,,,"Summers, Keith (recordist)","Cooper, 'Dinks',  1914-1988 1916- (male)",00:00:26,,,,
C1002X0037XX-0700,"The Barn dance, take 1",1CDR0007372 (copy of C1002/37),Keith Summers Collection,"Item notes: Preceded by a few seconds of tuning up. Performer notes: From Bedfield, Suffolk. Age 85. ",07/12/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)",,,,,"Summers, Keith (recordist)",,00:01:29,violin,,,
C1002X0062XX-1700,Unidentified tune [Take 2],1CDR0007346 (copy of C1002/62),Keith Summers Collection,Item notes: Preceded by a fragment of Jack the Lad. Performer notes: Possibly a member of the Peacock Band. ,ca. 1972 to 1976,"near Chelsworth, Suffolk, England, UK",,,,"Williams, T  (accordion)",,,,,"Summers, Keith (recordist)",,00:00:57,accordion,,,
C1002X0086XX-0300,Slap-dab,1CDR0010657 (copy of C1002/86),Keith Summers Collection,Item notes: Preceded by a minute or so of the crowd persuading Cyril to sing. Roud Folk Song Index No. 1754. ,ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Poacher, Cyril,  1910-1999 (singer, male)",,,,,"Summers, Keith (recordist)",,00:04:02,,,,
C1002X0064XX-5400,Unidentified tune [5],1CDR0007349 (copy of C1002/64),Keith Summers Collection,Item notes: Preceded by a pause and a couple of false starts. ,ca. 1971,"Saxmundham, Suffolk, England, UK",,,,"Woods, Oscar  (melodeon)",,,,,"Summers, Keith (recordist)",,00:02:19,melodeon,,,
C1002X0083XX-2900,Bonny green garters,1CDR0010654 (copy of C1002/83),Keith Summers Collection,Item notes: Preceded by a pause. Performer notes: Unidentified Morris group. ,ca. 1971,"England, UK",,,,Unidentified (accordion),,,,,"Summers, Keith (recordist)",,00:03:34,accordion,morris bells,,
C1002X0082XX-0400,Dame Durden,1CDR0010652 (copy of C1002/82),Keith Summers Collection,"Item notes: Preceded by a pause. Roud Folk Song Index No. 1209. Recording notes: Low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Copper, Bob, 1915-2004 (singer, male)","Copper, John (singer, male)",,,,"Summers, Keith (recordist)",,00:02:16,,,,
C1002X0082XX-0900,Thousands or more,1CDR0010652 (copy of C1002/82),Keith Summers Collection,"Item notes: Preceded by a pause. Roud Folk Song Index No. 1220. Recording notes: Low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Copper, Bob, 1915-2004 (singer, male)","Copper, John (singer, male)",,,,"Summers, Keith (recordist)",,00:04:33,,,,
C1002X0085XX-2000,Maid and the Magpie,1CDR0010657 (copy of C1002/85),Keith Summers Collection,Item notes: Preceded by a pause. Roud Folk Song Index No. 1532. ,ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Poacher, Cyril,  1910-1999 (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:01,,,,
C1002X0082XX-0600,Two young brethren,1CDR0010652 (copy of C1002/82),Keith Summers Collection,"Item notes: Preceded by a pause. Roud Folk Song Index No. 202. Recording notes: Low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Copper, Bob, 1915-2004 (singer, male)","Copper, John (singer, male)",,,,"Summers, Keith (recordist)",,00:03:40,,,,
C1002X0091XX-2400,The orderly man,1CDR0010665 (copy of C1002/91),Keith Summers Collection,Item notes: Preceded by a pause. Roud Folk Song Index No. 3300. ,1974,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Unidentified (singer, male)",,,,,"Summers, Keith (recordist)",,00:05:25,,,,
C1002X0100XX-0500,Untitled tune,1CDR0010673 (copy of C1002/100),Keith Summers Collection,"Item notes: Preceded by a pause. With sounds of passing traffic, pedestrians etc. Performer notes: Street musician, aged about 60. ",1990,"Oxford Street, London, England, UK",,,,'Blind Nick' (fiddle),,,,,"Summers, Keith (recordist)",,00:02:03,violin,,,
C1002X0090XX-0300,Unidentified tune,1CDR0010663 (copy of C1002/90),Keith Summers Collection,Item notes: Preceded by an announcement. Recording notes: Slight tape flutter. ,ca. 1973,"Bob Cann's home, South Tawton, Devon, England, UK",,,,"Cann, Bob (melodeon)",,,,,"Summers, Keith (recordist)",,00:00:53,melodeon,,,
C1002X0063XX-4700,Never No More for me [I Heard such a lot on the wondrous Seaside],1CDR0007347 (copy of C1002/63),Keith Summers Collection,"Item notes: Preceded by an intro, with chorus. Recorded during a pub session. Performer notes: From an East Sussex singer called Cyril [Burns ?]. Recording notes: Low recording level. Noticable tape hiss.. ",ca. 1970 to 1974,"Catford, London, England, UK",,,,"Belton, George,  1898-1980 (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:01,,,,
C1002X0063XX-4200,The rest of the days your own,1CDR0007346 (copy of C1002/63),Keith Summers Collection,"Item notes: Preceded by an intro, with chorus. Recorded during a pub session. Roud Folk Song Index No. 1485. Performer notes: From an East Sussex singer called Cyril [Burns ?]. Recording notes: Low recording level. Noticable tape hiss.. ",ca. 1970 to 1974,"Catford, London, England, UK",,,,"Belton, George,  1898-1980 (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:21,,,,
C1002X0063XX-4500,We're all jolly fellows that follow the plough,1CDR0007347 (copy of C1002/63),Keith Summers Collection,"Item notes: Preceded by an intro, with chorus. Recorded during a pub session. Roud Folk Song Index No. 346. Performer notes: From an East Sussex singer called Cyril [Burns ?]. Recording notes: Low recording level. Noticable tape hiss.. ",ca. 1970 to 1974,"Catford, London, England, UK",,,,"Belton, George,  1898-1980 (singer, male)",,,,,"Summers, Keith (recordist)",,00:05:04,,,,
C1002X0083XX-2000,When Spring comes in,1CDR0010653 (copy of C1002/83),Keith Summers Collection,"Item notes: Preceded by an introduction and a pause. With chorus. Roud Folk Song Index No. 439. Recording notes: Low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Copper, Bob, 1915-2004 (singer, male)","Copper, John (singer, male)",,,,"Summers, Keith (recordist)",,00:01:05,,,,
C1002X0083XX-1000,The smuggler's boy,1CDR0010653 (copy of C1002/83),Keith Summers Collection,"Item notes: Preceded by an Introduction, described as being a Suffolk song. Roud Folk Song Index No. 618. Recording notes: Low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Roberts, Bob, 1907-1982 (accordion, singer, male)",,,,,"Summers, Keith (recordist)",,00:01:59,"accordion, singer, male",,,
C1002X0083XX-1200,The Shannon frigate,1CDR0010653 (copy of C1002/83),Keith Summers Collection,"Item notes: Preceded by an Introduction, described as being a Suffolk song. Roud Folk Song Index No. 963. Laws Ballad No. J22. Recording notes: Low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Roberts, Bob, 1907-1982 (accordion, singer, male)",,,,,"Summers, Keith (recordist)",,00:02:24,"accordion, singer, male",,,
C1002X0083XX-1600,The falconer's song [The grey hawk],1CDR0010653 (copy of C1002/83),Keith Summers Collection,"Item notes: Preceded by an introduction. A favourite song of his father's. With chorus. Recording notes: Low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Roberts, Bob, 1907-1982 (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:23,,,,
C1002X0083XX-2700,Constant Billy,1CDR0010654 (copy of C1002/83),Keith Summers Collection,Item notes: Preceded by an introduction. Performer notes: Unidentified Morris group. ,ca. 1971,"England, UK",,,,Unidentified (accordion),,unidentified (morris sticks),,,"Summers, Keith (recordist)",,00:03:26,accordion,morris bells,morris sticks,
C1002X0083XX-2800,Dearest Dicky,1CDR0010654 (copy of C1002/83),Keith Summers Collection,Item notes: Preceded by an introduction. Performer notes: Unidentified Morris group. ,ca. 1971,"England, UK",,,,Unidentified (accordion),,,,,"Summers, Keith (recordist)",,00:00:53,accordion,morris bells,,
C1002X0082XX-1000,Black is the colour,1CDR0010652 (copy of C1002/82),Keith Summers Collection,"Item notes: Preceded by an introduction. Recording notes: Very low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Killen, Louis (tin-whistle)",,,,,"Summers, Keith (recordist)",,00:00:43,tin-whistle,,,
C1002X0083XX-1700,You'll be a happy little sweetheart in the spring,1CDR0010653 (copy of C1002/83),Keith Summers Collection,"Item notes: Preceded by an introduction. With chorus. Roud Folk Song Index No. 1755. Recording notes: Low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Roberts, Bob, 1907-1982 (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:08,,,,
C1002X0083XX-1900,Come write me down,1CDR0010653 (copy of C1002/83),Keith Summers Collection,"Item notes: Preceded by an introduction. With chorus. Roud Folk Song Index No. 381. Recording notes: Low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Copper, Bob, 1915-2004 (singer, male)","Copper, John (singer, male)",,,,"Summers, Keith (recordist)",,00:06:02,,,,
C1002X0083XX-1500,Windy old weather,1CDR0010653 (copy of C1002/83),Keith Summers Collection,"Item notes: Preceded by an introduction. With chorus. Roud Folk Song Index No. 472. Recording notes: Low recording level, noticable tape hiss. ",1971,"Unidentified location, England, UK",,,,"Roberts, Bob, 1907-1982 (accordion, singer, male)",,,,,"Summers, Keith (recordist)",,00:00:30,"accordion, singer, male",,,
C1002X0079XX-1000,Dartmoor step-dance,1CDR0010649 (copy of C1002/79),Keith Summers Collection,Item notes: Preceded by an introduction.. ,ca. 1975,"Unidentified folk club, Suffolk [?], England, UK",,,,"Bate, Charlie, 1919-1977  (accordion)","Cann, Bob (step-dancing)",,,,"Summers, Keith (recordist)",,00:03:01,accordion,step-dancing,,
C1002X0005XX-0200,Robert E. Lee,1CDR0007362 (copy of C1002/5),Keith Summers Collection,"Item notes: Preceded by brief conversation. Performer notes: Of Framlingham, Suffolk. ",11/28/1970,"Framlingham, Suffolk, England, UK",,,,"List, Fred (accordion)",,,,,"Summers, Keith (recordist)",,00:03:17,accordion,,,
C1002X0096XX-1700,Unidentified tune,1CDR0010670 (copy of C1002/96),Keith Summers Collection,Item notes: Preceded by conversation and run through of tunes.. ,ca. 1981,"The Crown Inn, Brundish, Suffolk, England, UK",,,,"Curtis, Dolly, 1905- (melodeon)",,,,,"Summers, Keith (recordist)",,00:01:14,melodeon,,,
C1002X0049XX-0900,Tune,1CDR0007341 (copy of C1002/49),Keith Summers Collection,"Item notes: Preceded by conversation, recorded during a lively pub session. Recording notes: Over recorded. ",1977,"Worlingworth Swan, Worlingworth, Suffolk, England, UK",,,,"Whatling, Walter ('Font') 1919- (melodeon)","Wright, Wattie (step-dancing)",,,,"Summers, Keith (recordist)",,00:02:06,melodeon,step-dancing,,
C1002X0064XX-7200,Unidentified tune [16],1CDR0007349 (copy of C1002/64),Keith Summers Collection,Item notes: Preceded by conversation. ,ca. 1971,"Saxmundham, Suffolk, England, UK",,,,"Woods, Oscar  (melodeon)",,,,,"Summers, Keith (recordist)",,00:07:28,melodeon,,,
C1002X0067XX-0500,Away in a manger,1CDR0007352 (copy of C1002/67),Keith Summers Collection,Item notes: Preceded by conversation. Performance notes: Black choir with tambourine accompaniement. Recording notes: Machine running down when the recordings were made (variable speed) plus noticable wind noise. ,12/22/1981,"Kensal Green, London, England, UK",,,,Kensal Green Choir,,,,,"Summers, Keith (recordist)",,00:01:55,,,,
C1002X0063XX-1000,Sailors hornpipe [?],1CDR0007346 (copy of C1002/63),Keith Summers Collection,"Item notes: Preceded by conversation. Recorded during a pub session. Recording notes: Low recording level, XLR increased to -8dBu for playback purposes. ",ca. 1970 to 1974,"possibly Saxmundham, Suffolk, England, UK",,,,"Woolnough, George  (melodeon)",,,,,"Summers, Keith (recordist)",,00:03:41,melodeon,,,
C1002X0063XX-1300,Unidentified tune [2],1CDR0007346 (copy of C1002/63),Keith Summers Collection,"Item notes: Preceded by conversation. Recorded during a pub session. Recording notes: Low recording level, XLR increased to -8dBu for playback purposes. ",ca. 1970 to 1974,"possibly Saxmundham, Suffolk, England, UK",,,,"Woolnough, George  (melodeon)",,,,,"Summers, Keith (recordist)",,00:04:35,melodeon,,,
